order,easting,northing,period,cld_st,cld_end,t_sun,Ppip,hab,den_cont,den_int,den_wtt,gap,den_w1,den_w2,den_w3,dist_M5,dist_conif,dist_river,dist_dec,dist_awood,dist_im,den_SE_im,den_SE_dec,den_SE_ah,den_SE_ac,den_PE_im_im,den_PE_ah_im,den_PE_ac_im,den_PE_ac_ac,den_PE_ah_ah
1135,329064.413600,129164.582600,465,5,60,1.753,9,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,991.63809,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1177,330189.055100,129809.892800,483,40,40,1.049,9,int,0.00000,0.00309,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1259,329412.135100,130038.472500,501,100,100,1.693,9,wtt,0.00000,0.00000,0.00082,1.21171,0.00039,0.00161,0.00003,736.52853,1187.01306,414.00482,1187.01306,11333.29590,0.00000,0.00692,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1274,329466.134200,130041.069800,502,100,100,1.820,9,wtt,0.00000,0.00000,0.00091,1.21171,0.00041,0.00173,0.00002,804.82305,1217.94910,375.36649,1217.94910,11355.17969,0.00000,0.00686,0.00000,0.00043,0.00006,0.00000,0.00040,0.00464,0.00000,0.00000
1355,329454.462100,129136.985400,533,30,30,1.580,9,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1361,329454.462100,129136.985400,533,30,30,1.621,9,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,1217.10820,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1379,329262.469000,129141.840900,536,30,30,1.738,9,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00152,0.00010,775.07922,458.80280,370.00000,0.00000,10461.07520,180.27756,0.00000,0.00000,0.00154,0.00016,0.00000,0.00000,0.00000,0.00000,0.00206
1425,330819.871200,132683.168900,550,0,0,2.089,9,wtt,0.00000,0.00145,0.00046,0.84191,0.00013,0.00075,0.00020,1045.40030,335.26108,108.16654,335.26108,14319.95801,183.57559,0.00058,0.00000,0.00556,0.00001,0.00000,0.00009,0.00000,0.00000,0.00065
1475,336890.891200,158191.918000,573,85,85,1.035,9,int,0.00851,0.00123,0.00008,0.00000,0.00015,0.00000,0.00008,1416.96304,64.03124,1130.04419,64.03124,415.93268,80.62257,0.00125,0.00439,0.00295,0.00006,0.00000,0.00105,0.00179,0.00000,0.00110
1480,337291.392100,158171.412400,574,85,85,1.429,9,cont,0.00392,0.00122,0.00008,0.00000,0.00015,0.00000,0.00008,1223.13407,150.33296,1092.93188,150.33296,181.10770,134.53624,0.00577,0.00026,0.00765,0.00001,0.00000,0.00000,0.00145,0.00000,0.00060
1519,338896.816300,158198.662900,604,50,80,1.754,9,cont,0.00126,0.00232,0.00063,0.00000,0.00006,0.00122,0.00009,1026.26272,540.83270,749.53320,540.83270,1207.84937,0.00000,0.01503,0.00000,0.00587,0.00000,0.01209,0.00785,0.00000,0.00000,0.00000
24,296176.313400,96878.309100,4,2,2,2.237,10,int,0.00000,0.00272,0.00062,0.92188,0.00008,0.00129,0.00024,1098.40385,278.02878,629.68243,278.02878,853.75641,0.00000,0.00907,0.00000,0.00353,0.00004,0.00296,0.00361,0.00360,0.00199,0.00116
26,296176.313400,96878.309100,4,2,2,2.247,10,int,0.00000,0.00272,0.00062,0.92188,0.00008,0.00129,0.00024,1582.06093,278.02878,629.68243,278.02878,853.75641,0.00000,0.00907,0.00000,0.00353,0.00004,0.00296,0.00361,0.00360,0.00199,0.00116
68,296016.192900,96809.197500,24,99,99,1.098,10,wtt,0.00000,0.00260,0.00062,0.00000,0.00000,0.00000,0.00000,1215.98681,392.93765,515.46094,392.93765,761.05188,0.00000,0.00534,0.00000,0.00600,0.00002,0.00000,0.00000,0.00255,0.00000,0.00000
97,296184.374000,99512.246300,39,90,75,0.572,10,int,0.00000,0.00115,0.00008,0.51151,0.00018,0.00027,0.00000,823.23002,394.46167,407.18546,0.00000,715.68152,0.00000,0.00518,0.00000,0.00001,0.00008,0.00211,0.00099,0.00441,0.00170,0.00369
156,301302.378400,101709.699800,67,85,85,0.770,10,int,0.00567,0.00261,0.00006,0.94174,0.00000,0.00000,0.00000,816.48101,30.00000,358.05026,0.00000,0.00000,0.00000,0.01293,0.00263,0.00126,0.00000,0.00000,0.00124,0.00194,0.00000,0.00000
167,300635.056800,101976.017200,70,85,85,1.709,10,int,0.00151,0.00194,0.00006,0.00000,0.00000,0.00000,0.00003,1420.71563,127.27922,1056.03027,127.27922,248.39485,0.00000,0.00933,0.00056,0.00723,0.00000,0.00309,0.00462,0.00000,0.00000,0.00000
198,302418.318000,103748.700100,80,0,0,2.106,10,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.57224,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
206,302418.318000,103748.700100,80,0,0,2.222,10,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.57224,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
220,302730.259300,103475.893800,87,0,0,2.647,10,int,0.00117,0.00250,0.00000,0.00000,0.00003,0.00000,0.00006,985.11967,219.31712,170.00000,219.31712,1872.43152,0.00000,0.01260,0.00000,0.00169,0.00002,0.00000,0.00000,0.00165,0.00000,0.00002
245,302501.096100,103767.169300,96,80,60,1.374,10,int,0.00000,0.00283,0.00000,0.00000,0.00003,0.00000,0.00006,1023.57326,440.00000,531.50726,440.00000,1544.34448,130.38405,0.00128,0.00000,0.00361,0.00000,0.00000,0.00122,0.00064,0.00055,0.00099
250,302416.288600,103753.187500,101,80,60,1.432,10,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1059.83355,427.55118,520.86469,427.55118,1545.47729,131.52946,0.00101,0.00000,0.00000,0.00000,0.00000,0.00101,0.00000,0.00000,0.00099
357,305580.596500,112398.721100,150,90,95,2.813,10,int,0.00510,0.00186,0.00000,3.02746,0.00001,0.00050,0.00000,789.57086,70.71068,570.08771,70.71068,0.00000,50.00000,0.00656,0.00477,0.00117,0.00000,0.00115,0.00000,0.00586,0.00000,0.00027
362,305580.596500,112398.721100,151,100,75,0.765,10,int,0.00510,0.00186,0.00000,3.02746,0.00001,0.00050,0.00000,789.57086,70.71068,570.08771,70.71068,0.00000,50.00000,0.00656,0.00477,0.00117,0.00000,0.00115,0.00000,0.00586,0.00000,0.00027
398,304905.332400,112818.178700,157,100,75,1.614,10,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
420,310179.951200,115616.110100,171,35,100,3.426,10,int,0.00000,0.00518,0.00030,0.00000,0.00012,0.00207,0.00000,1417.09943,416.17303,588.21765,416.17303,1642.01099,50.00000,0.00239,0.00000,0.00147,0.00011,0.00000,0.00000,0.00438,0.00544,0.00392
427,310179.951200,115616.110100,171,35,100,3.476,10,int,0.00000,0.00518,0.00030,0.00000,0.00012,0.00207,0.00000,1417.09943,416.17303,588.21765,416.17303,1642.01099,50.00000,0.00239,0.00000,0.00147,0.00011,0.00000,0.00000,0.00438,0.00544,0.00392
470,310523.366100,115395.489900,186,35,100,3.942,10,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1622.16518,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
479,310523.366100,115395.489900,186,35,100,4.009,10,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
487,310523.366100,115395.489900,186,35,100,4.092,10,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
517,310322.618800,116426.738000,202,100,100,1.885,10,int,0.00014,0.00587,0.00027,0.00000,0.00000,0.00158,0.00054,1415.78751,0.00000,162.78821,474.23624,977.54797,0.00000,0.00546,0.00000,0.00159,0.00000,0.00393,0.00159,0.00000,0.00000,0.00000
548,311724.869500,117098.943900,225,0,2,1.726,10,int,0.00869,0.00309,0.00001,0.00000,0.00000,0.00077,0.00004,1396.07027,0.00000,741.48499,0.00000,300.66592,28.28427,0.00864,0.00667,0.00001,0.00000,0.00363,0.00000,0.00068,0.00000,0.00000
555,314454.095700,117612.603200,227,100,100,2.304,10,cont,0.01483,0.00346,0.00025,0.00000,0.00005,0.00145,0.00037,1113.75281,0.00000,104.40307,0.00000,468.72168,31.62278,0.00180,0.00912,0.00449,0.00002,0.00000,0.00236,0.00015,0.00058,0.00083
575,314428.487800,117083.576600,242,100,100,2.968,10,int,0.01041,0.00228,0.00017,0.00000,0.00005,0.00119,0.00031,1617.55430,111.80340,123.69317,111.80340,594.13806,223.60680,0.00000,0.00346,0.00259,0.00012,0.00000,0.00000,0.00000,0.00219,0.00878
580,314442.015600,117519.370500,247,100,100,0.983,10,cont,0.01369,0.00330,0.00025,0.00000,0.00005,0.00145,0.00037,1545.80843,20.00000,130.00000,20.00000,450.00000,0.00000,0.00125,0.00752,0.00484,0.00001,0.00000,0.00199,0.00000,0.00067,0.00001
594,318112.062800,118610.088600,251,100,100,2.775,10,int,0.00001,0.00559,0.00074,2.25452,0.00017,0.00219,0.00072,1451.95939,269.25824,0.00000,269.25824,528.39380,76.15773,0.00000,0.00000,0.00177,0.00011,0.00068,0.00101,0.00877,0.00523,0.00103
707,319000.409400,118819.669400,305,25,80,2.629,10,cont,0.00279,0.00558,0.00000,0.00000,0.00011,0.00281,0.00000,1222.75961,0.00000,292.74564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00333,0.00000,0.00000,0.00232,0.00328,0.00000,0.00263
712,318942.579800,118535.834900,314,25,80,3.049,10,int,0.00001,0.00459,0.00088,0.00000,0.00013,0.00240,0.00000,1628.10405,246.98178,220.00000,0.00000,0.00000,0.00000,0.00777,0.00000,0.00443,0.00001,0.00510,0.00194,0.00114,0.00000,0.00159
731,319003.607200,118799.598500,316,100,90,0.941,10,cont,0.00279,0.00551,0.00118,0.00000,0.00000,0.00280,0.00000,1223.04629,0.00000,290.68884,0.00000,0.00000,0.00000,0.00140,0.00279,0.00405,0.00009,0.00000,0.00276,0.00251,0.00000,0.00305
739,318968.792700,118953.636500,320,100,90,1.070,10,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,1360.28630,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
760,318850.053400,119264.708300,331,100,90,1.445,10,cont,0.00158,0.00577,0.00000,0.00000,0.00011,0.00223,0.00000,781.21108,0.00000,110.00000,0.00000,0.00000,0.00000,0.01249,0.00000,0.00058,0.00003,0.00578,0.00094,0.00000,0.00019,0.00000
796,319820.791300,119044.913100,344,95,5,0.840,10,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,910.10119,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
855,320253.190100,121168.210100,365,10,2,1.749,10,int,0.00000,0.00298,0.00068,0.00000,0.00003,0.00191,0.00000,1202.16053,0.00000,323.88269,300.83218,3248.29175,0.00000,0.00703,0.00000,0.00000,0.00004,0.00235,0.00036,0.00613,0.00000,0.00348
877,320290.856600,121288.865900,377,10,2,1.855,10,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00000,809.05034,0.00000,298.32867,0.00000,0.00000,0.00000,0.00876,0.00000,0.00495,0.00004,0.00154,0.00243,0.00620,0.00000,0.00430
942,320433.991700,121876.160300,401,90,10,0.952,10,wtt,0.00097,0.00269,0.00075,1.32586,0.00003,0.00000,0.00004,1008.55378,107.70329,245.15302,107.70329,3761.09033,92.19544,0.00000,0.00097,0.00000,0.00003,0.00047,0.00080,0.00095,0.00056,0.00119
1054,322474.710800,119540.559800,439,95,95,2.790,10,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1123,329064.413600,129164.582600,465,5,60,1.670,10,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,855.55720,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1264,329412.135100,130038.472500,501,100,100,1.756,10,wtt,0.00000,0.00000,0.00082,1.21171,0.00039,0.00161,0.00003,991.63809,1187.01306,414.00482,1187.01306,11333.29590,0.00000,0.00692,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1391,329224.640200,129143.472300,544,30,30,1.817,10,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,991.63809,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1399,329224.640200,129143.472300,544,30,30,1.854,10,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,618.08965,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1455,331024.383500,132629.262600,564,10,40,1.016,10,int,0.00000,0.00138,0.00046,0.00000,0.00013,0.00075,0.00020,607.39656,550.81757,264.00757,550.81757,14369.64160,22.36068,0.00569,0.00000,0.00298,0.00001,0.00154,0.00128,0.00134,0.00072,0.00000
19,296176.313400,96878.309100,4,2,2,2.193,11,int,0.00000,0.00272,0.00062,0.92188,0.00008,0.00129,0.00024,1052.05017,278.02878,629.68243,278.02878,853.75641,0.00000,0.00907,0.00000,0.00353,0.00004,0.00296,0.00361,0.00360,0.00199,0.00116
204,302418.318000,103748.700100,80,0,0,2.192,11,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.44771,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
262,302396.630900,103756.893500,102,80,60,1.589,11,int,0.00000,0.00283,0.00000,0.00000,0.00003,0.00000,0.00006,1088.55606,441.47479,532.35327,441.47479,1543.92358,0.00000,0.00117,0.00000,0.00000,0.00000,0.00000,0.00118,0.00000,0.00000,0.00084
264,303087.706000,106283.433800,104,90,90,1.742,11,int,0.00217,0.00347,0.00000,0.00000,0.00000,0.00145,0.00006,624.80909,282.84271,475.39456,282.84271,983.10730,0.00000,0.01118,0.00000,0.00000,0.00001,0.00942,0.00000,0.00174,0.00000,0.00000
320,303480.991400,106188.237400,137,95,95,1.332,11,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
394,304905.332400,112818.178700,157,100,75,1.591,11,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
452,310205.348700,115418.790500,173,35,100,3.772,11,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,1241.91355,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
542,312763.985900,116715.381800,214,0,2,0.714,11,int,0.00228,0.00125,0.00014,0.00000,0.00000,0.00049,0.00004,1515.65208,36.05551,70.00000,36.05551,367.69553,143.17821,0.00000,0.00213,0.00656,0.00005,0.00000,0.00144,0.00000,0.00098,0.00264
579,314419.612300,117311.742700,246,100,100,0.914,11,cont,0.01008,0.00297,0.00025,0.00000,0.00005,0.00140,0.00037,1499.64437,58.30952,228.03508,58.30952,456.94638,10.00000,0.00207,0.00442,0.00238,0.00005,0.00000,0.00118,0.00034,0.00000,0.00304
582,314442.681300,117517.134900,248,100,100,1.122,11,cont,0.01369,0.00329,0.00025,0.00000,0.00005,0.00145,0.00037,1526.29430,20.00000,130.00000,20.00000,450.00000,0.00000,0.00125,0.00680,0.00484,0.00001,0.00000,0.00199,0.00000,0.00067,0.00001
633,317888.754900,121665.710700,282,0,0,0.637,11,int,0.00111,0.00222,0.00025,0.00000,0.00005,0.00101,0.00020,1009.08201,694.62219,214.00934,694.62219,2953.30322,10.00000,0.00378,0.00000,0.00000,0.00009,0.00287,0.00000,0.00440,0.00159,0.00000
643,318107.417700,121155.043500,285,0,0,1.195,11,int,0.00288,0.00288,0.00033,0.00000,0.00000,0.00122,0.00020,882.93967,504.47992,90.55385,504.47992,2671.64746,183.84776,0.00000,0.00000,0.00000,0.00008,0.00000,0.00000,0.00019,0.00230,0.00000
797,319820.791300,119044.913100,344,95,5,0.852,11,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1429.61885,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
820,319765.648200,119248.199900,348,95,5,1.153,11,int,0.00068,0.00441,0.00109,0.00000,0.00009,0.00239,0.00035,1318.63067,380.78867,326.49655,380.78867,0.00000,0.00000,0.00885,0.00000,0.00515,0.00002,0.00000,0.00812,0.00059,0.00000,0.00123
842,319762.753300,119242.683500,357,95,5,2.479,11,int,0.00060,0.00441,0.00111,1.14847,0.00009,0.00000,0.00037,1511.97428,386.26416,322.02484,386.26416,1493.72021,0.00000,0.00885,0.00000,0.00538,0.00002,0.00000,0.00000,0.00058,0.00000,0.00140
849,320235.040200,121083.958100,364,10,2,1.573,11,int,0.00000,0.00286,0.00061,0.00000,0.00003,0.00174,0.00000,809.05034,0.00000,329.84845,210.23796,0.00000,20.00000,0.00586,0.00000,0.00000,0.00004,0.00282,0.00000,0.00419,0.00000,0.00174
856,320258.360800,121184.814300,365,10,2,1.753,11,int,0.00000,0.00298,0.00070,0.00000,0.00003,0.00195,0.00000,844.86717,0.00000,317.80496,310.16125,3256.51660,0.00000,0.00767,0.00000,0.00000,0.00004,0.00215,0.00070,0.00581,0.00000,0.00366
897,320338.280800,121496.128100,382,10,2,2.094,11,int,0.00000,0.00305,0.00075,1.87709,0.00003,0.00206,0.00000,758.42643,0.00000,269.25824,233.45235,0.00000,110.00000,0.00435,0.00000,0.00868,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
965,320316.468600,121356.319100,408,90,10,1.463,11,int,0.00000,0.00303,0.00075,0.00000,0.00003,0.00206,0.00004,1009.05201,0.00000,282.84271,354.68295,0.00000,0.00000,0.00825,0.00000,0.00000,0.00003,0.00000,0.00285,0.00609,0.00000,0.00405
1044,322458.526700,119585.292300,432,95,95,2.712,11,cont,0.00700,0.00154,0.00009,0.00000,0.00004,0.00000,0.00012,1416.04347,331.05890,78.10249,331.05890,939.41473,0.00000,0.00000,0.00000,0.00327,0.00000,0.00000,0.00745,0.00000,0.00000,0.00000
1047,322475.412900,119540.549200,432,95,95,2.738,11,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1052,322474.710800,119540.559800,439,95,95,2.756,11,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1085,322469.490000,119660.760900,447,0,0,0.884,11,cont,0.00750,0.00164,0.00009,0.00000,0.00004,0.00088,0.00012,691.38232,296.14185,22.36068,296.14185,1007.22394,0.00000,0.00000,0.00000,0.00374,0.00000,0.00000,0.00664,0.00000,0.00000,0.00000
1086,322469.490000,119660.760900,447,0,0,0.889,11,cont,0.00750,0.00164,0.00009,0.00000,0.00004,0.00088,0.00012,1404.23080,296.14185,22.36068,296.14185,1007.22394,0.00000,0.00000,0.00000,0.00374,0.00000,0.00000,0.00664,0.00000,0.00000,0.00000
1118,329064.413600,129164.582600,465,5,60,1.626,11,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,815.64662,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1133,329064.413600,129164.582600,465,5,60,1.731,11,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,991.63809,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1142,329266.643400,129139.559100,469,5,60,1.843,11,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00155,0.00010,1013.93859,468.40155,370.00000,468.40155,0.00000,0.00000,0.00005,0.00000,0.00162,0.00016,0.00000,0.00000,0.00065,0.00000,0.00223
1144,329266.643400,129139.559100,469,5,60,1.883,11,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00155,0.00010,1013.93859,468.40155,370.00000,468.40155,0.00000,0.00000,0.00005,0.00000,0.00162,0.00016,0.00000,0.00000,0.00065,0.00000,0.00223
1149,329326.167000,129135.406000,470,5,60,2.029,11,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00177,0.00010,722.77452,526.30792,362.21539,526.30792,10479.81836,0.00000,0.00006,0.00000,0.00209,0.00017,0.00000,0.00000,0.00005,0.00000,0.00326
1204,329788.960700,129971.040000,493,40,40,1.659,11,cont,0.00120,0.00000,0.00124,0.00000,0.00046,0.00229,0.00002,1415.30270,1364.73438,151.32745,1364.73438,11437.35156,0.00000,0.00522,0.00000,0.00659,0.00001,0.00546,0.00159,0.00089,0.00000,0.00000
1223,329638.274700,130073.195900,495,40,40,1.877,11,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1531.36032,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1458,336665.414800,157994.504800,567,85,85,0.704,11,int,0.00357,0.00100,0.00008,1.09906,0.00000,0.00061,0.00008,797.38796,114.01754,1330.90198,114.01754,538.51648,0.00000,0.00459,0.00000,0.00192,0.00004,0.00141,0.00000,0.00189,0.00055,0.00119
1460,336692.213400,158019.754300,567,85,85,0.715,11,int,0.00348,0.00102,0.00008,1.09906,0.00000,0.00061,0.00008,1553.42496,148.66069,1307.51672,148.66069,550.09088,0.00000,0.00000,0.00000,0.00253,0.00005,0.00113,0.00000,0.00190,0.00070,0.00119
1525,338896.816300,158198.662900,604,50,80,1.784,11,cont,0.00126,0.00232,0.00063,0.00000,0.00006,0.00122,0.00009,615.40151,540.83270,749.53320,540.83270,1207.84937,0.00000,0.01503,0.00000,0.00587,0.00000,0.01209,0.00785,0.00000,0.00000,0.00000
162,300635.056800,101976.017200,70,85,85,1.688,12,int,0.00151,0.00194,0.00006,0.00000,0.00000,0.00000,0.00003,815.06165,127.27922,1056.03027,127.27922,248.39485,0.00000,0.00933,0.00056,0.00723,0.00000,0.00309,0.00462,0.00000,0.00000,0.00000
193,302239.571800,103872.190700,76,0,0,1.824,12,int,0.00012,0.00269,0.00000,0.90986,0.00000,0.00000,0.00006,807.79020,482.70074,669.40271,482.70074,1420.88000,10.00000,0.00500,0.00000,0.00363,0.00000,0.00219,0.00000,0.00000,0.00000,0.00000
261,302396.630900,103756.893500,102,80,60,1.585,12,int,0.00000,0.00283,0.00000,0.00000,0.00003,0.00000,0.00006,1212.51536,441.47479,532.35327,441.47479,1543.92358,0.00000,0.00117,0.00000,0.00000,0.00000,0.00000,0.00118,0.00000,0.00000,0.00084
458,310306.268400,115401.469500,174,35,100,3.868,12,cont,0.00682,0.00445,0.00017,0.00000,0.00012,0.00177,0.00000,1241.91355,470.42535,680.14703,470.42535,1746.42493,98.48858,0.00158,0.00000,0.00363,0.00011,0.00000,0.00000,0.00000,0.00000,0.00773
